c,e,mse
0.004,0.031,0.09469641123664764
0.004,0.032,0.09478820793886074
0.004,0.033,0.0948812736083915
0.004,0.034,0.09498147679536212
0.004,0.035,0.09508640108297695
0.004,0.036,0.0952023082391185
0.004,0.037,0.09532791286930373
0.004,0.038,0.0954669039777032
0.004,0.039,0.0956011088706391
0.004,0.04,0.09574468915899323
0.004,0.041,0.09588437969429764
0.004,0.042,0.09603609752987256
0.004,0.043,0.09616499852915329
0.004,0.044,0.09629106657324749
0.004,0.045,0.09643471026790784
0.004,0.046,0.09653741332091738
0.004,0.047,0.09667272162169112
0.004,0.048,0.0967884300827373
0.004,0.049,0.0968796156163252
0.004,0.05,0.09697678308434927
0.004,0.051,0.09712927786539573
0.004,0.052,0.09730051927098851
0.004,0.053,0.09746340611122638
0.004,0.054,0.09758491826404744
0.004,0.055,0.09764861374047769
0.004,0.056,0.09779841488756283
0.004,0.057,0.09791183290754905
0.004,0.058,0.09806241099946571
0.004,0.059,0.09821871381276877
0.004,0.06,0.09837996481992033
0.004,0.061,0.09849295506952455
0.004,0.062,0.09863874486226126
0.004,0.063,0.09879483088461895
0.004,0.064,0.09888767520799296
0.004,0.065,0.09888000198858621
0.004,0.066,0.09894377925540951
0.004,0.067,0.09913110233948268
0.004,0.068,0.09920057312295281
0.004,0.069,0.09936590009702027
0.004,0.07,0.09944313148490888
0.004,0.071,0.09961645852706145
0.004,0.072,0.0998003716481908
0.004,0.073,0.09991618665302926
0.004,0.074,0.10005521994770565
0.004,0.075,0.10019070752921734
0.004,0.076,0.10031371527545732
0.004,0.077,0.1004801459507751
0.004,0.078,0.10056322054666181
0.004,0.079,0.1007060897465056
0.004,0.08,0.10087057147277498
0.004,0.081,0.10094550822160495
0.004,0.082,0.1010799980737827
0.004,0.083,0.10119486684330353
0.004,0.084,0.10123952625757558
0.004,0.085,0.10133683189391343
0.004,0.086,0.1013226461719894
0.004,0.087,0.1013363806063676
0.004,0.088,0.10140300173067279
0.004,0.089,0.10149868754015877
0.004,0.09,0.10159576601972538
0.004,0.091,0.1016271778337302
0.004,0.092,0.10169373102897619
0.004,0.093,0.1017465514051915
0.004,0.094,0.1017842609843114
0.004,0.095,0.10184150480274416
0.004,0.096,0.1020078948504526
0.004,0.097,0.10204655439941167
0.004,0.098,0.10215172886113663
0.004,0.099,0.10220403683775424
0.005,0.001,0.08862477969014289
0.005,0.002,0.0885801539572745
0.005,0.003,0.08858159730518927
0.005,0.004,0.08850247357404391
0.005,0.005,0.08848583372799902
0.005,0.006,0.08841770996189217
0.005,0.007,0.088418251637004
0.005,0.008,0.08844092234648315
0.005,0.009,0.08842200156119659
0.005,0.01,0.08845834375149947
0.005,0.011,0.08848914265036882
0.005,0.012,0.08849286491409158
0.005,0.013,0.08844732750897573
0.005,0.014,0.08848831697815905
0.005,0.015,0.08851846162291888
0.005,0.016,0.08849532048768534
0.005,0.017,0.08852890917161574
0.005,0.018,0.08856926859405007
0.005,0.019,0.08851568058733854
