,c,e,accuracy
4364,0.45,0.09,0.06939934065461797
4365,0.45,0.1,0.0684383170280258
4366,0.45,0.11,0.0670607218518287
4367,0.45,0.12,0.066089255084225
4368,0.45,0.13,0.06534070459759077
4369,0.45,0.14,0.065577934512222
4370,0.45,0.15,0.06556692820298707
4371,0.45,0.16,0.06577916574858138
4372,0.45,0.17,0.06570936064822877
4373,0.45,0.18,0.06611703966313347
4374,0.45,0.19,0.06690371372756242
4375,0.45,0.2,0.06879915727788785
4376,0.45,0.21,0.07020666526797725
4377,0.45,0.22,0.07299395905775816
4378,0.45,0.23,0.07538624300216272
4379,0.45,0.24,0.07908745677858066
4380,0.45,0.25,0.08191358495108422
4381,0.45,0.26,0.08379438855677587
4382,0.45,0.27,0.08809560516539526
4383,0.45,0.28,0.08783464975465025
4384,0.45,0.29,0.08851875635373582
4385,0.45,0.3,0.08792718701229525
4386,0.45,0.31,0.08661022285410672
4387,0.45,0.32,0.08743664319273003
4388,0.45,0.33,0.08901156000825017
4389,0.45,0.34,0.0901107582607725
4390,0.45,0.35,0.09011075826077246
4391,0.45,0.36,0.09011075826077246
4392,0.45,0.37,0.09011075826077246
4393,0.45,0.38,0.09011075826077246
4394,0.45,0.39,0.09011075826077246
4395,0.45,0.4,0.09011075826077246
4396,0.45,0.41,0.0901107582607725
4397,0.45,0.42,0.0901107582607725
4398,0.45,0.43,0.0901107582607725
4399,0.45,0.44,0.0901107582607725
4400,0.45,0.45,0.0901107582607725
4401,0.45,0.46,0.0901107582607725
4402,0.45,0.47,0.09011075826077246
4403,0.45,0.48,0.09011075826077246
4404,0.45,0.49,0.09011075826077246
4405,0.45,0.5,0.09011075826077246
4406,0.45,0.51,0.09011075826077246
4407,0.45,0.52,0.09011075826077246
4408,0.45,0.53,0.09011075826077246
4409,0.45,0.54,0.09011075826077246
4410,0.45,0.55,0.09011075826077246
4411,0.45,0.56,0.09011075826077246
4412,0.45,0.57,0.09011075826077246
4413,0.45,0.58,0.09011075826077246
4414,0.45,0.59,0.09011075826077246
4415,0.45,0.6,0.09011075826077246
4416,0.45,0.61,0.09011075826077246
4417,0.45,0.62,0.09011075826077246
4418,0.45,0.63,0.09011075826077246
4419,0.45,0.64,0.09011075826077246
4420,0.45,0.65,0.09011075826077246
4421,0.45,0.66,0.09011075826077246
4422,0.45,0.67,0.09011075826077246
4423,0.45,0.68,0.09011075826077246
4424,0.45,0.69,0.09011075826077246
4425,0.45,0.7,0.09011075826077246
4426,0.45,0.71,0.09011075826077246
4427,0.45,0.72,0.09011075826077246
4428,0.45,0.73,0.09011075826077246
4429,0.45,0.74,0.09011075826077246
4430,0.45,0.75,0.09011075826077246
4431,0.45,0.76,0.09011075826077246
4432,0.45,0.77,0.09011075826077246
4433,0.45,0.78,0.09011075826077246
4434,0.45,0.79,0.09011075826077246
4435,0.45,0.8,0.09011075826077246
4436,0.45,0.81,0.09011075826077246
4437,0.45,0.82,0.09011075826077246
4438,0.45,0.83,0.09011075826077246
4439,0.45,0.84,0.09011075826077246
4440,0.45,0.85,0.09011075826077246
4441,0.45,0.86,0.09011075826077246
4442,0.45,0.87,0.09011075826077246
4443,0.45,0.88,0.09011075826077246
4444,0.45,0.89,0.09011075826077246
4445,0.45,0.9,0.09011075826077246
4446,0.45,0.91,0.09011075826077246
4447,0.45,0.92,0.09011075826077246
4448,0.45,0.93,0.09011075826077246
4449,0.45,0.94,0.0901107582607725
4450,0.45,0.95,0.0901107582607725
4451,0.45,0.96,0.0901107582607725
4452,0.45,0.97,0.0901107582607725
4453,0.45,0.98,0.0901107582607725
4454,0.45,0.99,0.0901107582607725
4455,0.46,0.01,0.06435677097142209
4456,0.46,0.02,0.06480299437570128
4457,0.46,0.03,0.06568350820450061
4458,0.46,0.04,0.06706292108495018
4459,0.46,0.05,0.06827680842875393
4460,0.46,0.06,0.06898050999439895
4461,0.46,0.07,0.07028320204441825
4462,0.46,0.08,0.07018704897339338
4463,0.46,0.09,0.0694260791244388
4464,0.46,0.1,0.06840876120361358
4465,0.46,0.11,0.06702914231436743
4466,0.46,0.12,0.0660987224100705
4467,0.46,0.13,0.06532089293521688
4468,0.46,0.14,0.06557202622538319
4469,0.46,0.15,0.06556625868527846
4470,0.46,0.16,0.06580228200168337
4471,0.46,0.17,0.0656737707012491
4472,0.46,0.18,0.0660944813531585
4473,0.46,0.19,0.06695943679308627
4474,0.46,0.2,0.06876448701788154
4475,0.46,0.21,0.0702291232696084
4476,0.46,0.22,0.07297191691689205
4477,0.46,0.23,0.0753926565632519
4478,0.46,0.24,0.07908263739513359
4479,0.46,0.25,0.08184414087764118
4480,0.46,0.26,0.08378398391945105
4481,0.46,0.27,0.08811333048169237
4482,0.46,0.28,0.08777439039929327
4483,0.46,0.29,0.08852922121680616
4484,0.46,0.3,0.08792718701229525
4485,0.46,0.31,0.08661022285410672
4486,0.46,0.32,0.08743664319273003
4487,0.46,0.33,0.08901156000825017
4488,0.46,0.34,0.0901107582607725
4489,0.46,0.35,0.09011075826077246
4490,0.46,0.36,0.09011075826077246
4491,0.46,0.37,0.09011075826077246
4492,0.46,0.38,0.09011075826077246
4493,0.46,0.39,0.09011075826077246
4494,0.46,0.4,0.09011075826077246
4495,0.46,0.41,0.0901107582607725
4496,0.46,0.42,0.0901107582607725
4497,0.46,0.43,0.0901107582607725
4498,0.46,0.44,0.0901107582607725
4499,0.46,0.45,0.0901107582607725
4500,0.46,0.46,0.0901107582607725
4501,0.46,0.47,0.09011075826077246
4502,0.46,0.48,0.09011075826077246
4503,0.46,0.49,0.09011075826077246
4504,0.46,0.5,0.09011075826077246
4505,0.46,0.51,0.09011075826077246
4506,0.46,0.52,0.09011075826077246
4507,0.46,0.53,0.09011075826077246
4508,0.46,0.54,0.09011075826077246
4509,0.46,0.55,0.09011075826077246
4510,0.46,0.56,0.09011075826077246
4511,0.46,0.57,0.09011075826077246
4512,0.46,0.58,0.09011075826077246
4513,0.46,0.59,0.09011075826077246
4514,0.46,0.6,0.09011075826077246
4515,0.46,0.61,0.09011075826077246
4516,0.46,0.62,0.09011075826077246
4517,0.46,0.63,0.09011075826077246
4518,0.46,0.64,0.09011075826077246
4519,0.46,0.65,0.09011075826077246
4520,0.46,0.66,0.09011075826077246
4521,0.46,0.67,0.09011075826077246
4522,0.46,0.68,0.09011075826077246
4523,0.46,0.69,0.09011075826077246
4524,0.46,0.7,0.09011075826077246
4525,0.46,0.71,0.09011075826077246
4526,0.46,0.72,0.09011075826077246
4527,0.46,0.73,0.09011075826077246
4528,0.46,0.74,0.09011075826077246
4529,0.46,0.75,0.09011075826077246
4530,0.46,0.76,0.09011075826077246
4531,0.46,0.77,0.09011075826077246
4532,0.46,0.78,0.09011075826077246
4533,0.46,0.79,0.09011075826077246
4534,0.46,0.8,0.09011075826077246
4535,0.46,0.81,0.09011075826077246
4536,0.46,0.82,0.09011075826077246
4537,0.46,0.83,0.09011075826077246
4538,0.46,0.84,0.09011075826077246
4539,0.46,0.85,0.09011075826077246
4540,0.46,0.86,0.09011075826077246
4541,0.46,0.87,0.09011075826077246
4542,0.46,0.88,0.09011075826077246
4543,0.46,0.89,0.09011075826077246
4544,0.46,0.9,0.09011075826077246
4545,0.46,0.91,0.09011075826077246
4546,0.46,0.92,0.09011075826077246
4547,0.46,0.93,0.09011075826077246
4548,0.46,0.94,0.0901107582607725
4549,0.46,0.95,0.0901107582607725
4550,0.46,0.96,0.0901107582607725
4551,0.46,0.97,0.0901107582607725
4552,0.46,0.98,0.0901107582607725
4553,0.46,0.99,0.0901107582607725
4554,0.47,0.01,0.0643394338378227
4555,0.47,0.02,0.06475407710200975
4556,0.47,0.03,0.06563745965110361
4557,0.47,0.04,0.06707332210963478
4558,0.47,0.05,0.06827563360559111
4559,0.47,0.06,0.06893766505316405
4560,0.47,0.07,0.07024887104099456
4561,0.47,0.08,0.07017576998119379
4562,0.47,0.09,0.06941429432001452
4563,0.47,0.1,0.06840722164243748
4564,0.47,0.11,0.06702259877715282
4565,0.47,0.12,0.06600671301606041
4566,0.47,0.13,0.06536147809303658
4567,0.47,0.14,0.06557212008077948
4568,0.47,0.15,0.06557356640012066
4569,0.47,0.16,0.06577155544768289
4570,0.47,0.17,0.06564139000259717
4571,0.47,0.18,0.06607623782831715
4572,0.47,0.19,0.06700400202710854
4573,0.47,0.2,0.06873037023416599
4574,0.47,0.21,0.07017322081650554
4575,0.47,0.22,0.07297572231457349
4576,0.47,0.23,0.07533508976883567
4577,0.47,0.24,0.07905511684407443
4578,0.47,0.25,0.08183936437961445
4579,0.47,0.26,0.08375222992069327
4580,0.47,0.27,0.08810499260474036
4581,0.47,0.28,0.0876698074151582
4582,0.47,0.29,0.08855883700737384
4583,0.47,0.3,0.08792718701229525
4584,0.47,0.31,0.08661022285410672
4585,0.47,0.32,0.08743664319273003
4586,0.47,0.33,0.08901156000825017
4587,0.47,0.34,0.0901107582607725
4588,0.47,0.35,0.09011075826077246
4589,0.47,0.36,0.09011075826077246
4590,0.47,0.37,0.09011075826077246
4591,0.47,0.38,0.09011075826077246
4592,0.47,0.39,0.09011075826077246
4593,0.47,0.4,0.09011075826077246
4594,0.47,0.41,0.0901107582607725
4595,0.47,0.42,0.0901107582607725
4596,0.47,0.43,0.0901107582607725
4597,0.47,0.44,0.0901107582607725
4598,0.47,0.45,0.0901107582607725
4599,0.47,0.46,0.0901107582607725
4600,0.47,0.47,0.09011075826077246
4601,0.47,0.48,0.09011075826077246
4602,0.47,0.49,0.09011075826077246
4603,0.47,0.5,0.09011075826077246
4604,0.47,0.51,0.09011075826077246
4605,0.47,0.52,0.09011075826077246
4606,0.47,0.53,0.09011075826077246
4607,0.47,0.54,0.09011075826077246
4608,0.47,0.55,0.09011075826077246
4609,0.47,0.56,0.09011075826077246
4610,0.47,0.57,0.09011075826077246
4611,0.47,0.58,0.09011075826077246
4612,0.47,0.59,0.09011075826077246
4613,0.47,0.6,0.09011075826077246
4614,0.47,0.61,0.09011075826077246
4615,0.47,0.62,0.09011075826077246
4616,0.47,0.63,0.09011075826077246
4617,0.47,0.64,0.09011075826077246
4618,0.47,0.65,0.09011075826077246
4619,0.47,0.66,0.09011075826077246
4620,0.47,0.67,0.09011075826077246
4621,0.47,0.68,0.09011075826077246
4622,0.47,0.69,0.09011075826077246
4623,0.47,0.7,0.09011075826077246
4624,0.47,0.71,0.09011075826077246
4625,0.47,0.72,0.09011075826077246
4626,0.47,0.73,0.09011075826077246
4627,0.47,0.74,0.09011075826077246
4628,0.47,0.75,0.09011075826077246
4629,0.47,0.76,0.09011075826077246
4630,0.47,0.77,0.09011075826077246
4631,0.47,0.78,0.09011075826077246
4632,0.47,0.79,0.09011075826077246
4633,0.47,0.8,0.09011075826077246
4634,0.47,0.81,0.09011075826077246
4635,0.47,0.82,0.09011075826077246
4636,0.47,0.83,0.09011075826077246
4637,0.47,0.84,0.09011075826077246
4638,0.47,0.85,0.09011075826077246
4639,0.47,0.86,0.09011075826077246
4640,0.47,0.87,0.09011075826077246
4641,0.47,0.88,0.09011075826077246
4642,0.47,0.89,0.09011075826077246
4643,0.47,0.9,0.09011075826077246
4644,0.47,0.91,0.09011075826077246
4645,0.47,0.92,0.09011075826077246
4646,0.47,0.93,0.09011075826077246
4647,0.47,0.94,0.0901107582607725
4648,0.47,0.95,0.0901107582607725
4649,0.47,0.96,0.0901107582607725
4650,0.47,0.97,0.0901107582607725
4651,0.47,0.98,0.0901107582607725
4652,0.47,0.99,0.0901107582607725
4653,0.48,0.01,0.06431537182081107
4654,0.48,0.02,0.06475982732056824
4655,0.48,0.03,0.06562218351135135
4656,0.48,0.04,0.06707886050550312
4657,0.48,0.05,0.06828588128552479
4658,0.48,0.06,0.06890426163465757
4659,0.48,0.07,0.0702561114293083
4660,0.48,0.08,0.0701535147097796
4661,0.48,0.09,0.06940670618073727
4662,0.48,0.1,0.06837107372224611
4663,0.48,0.11,0.06695604141524505
4664,0.48,0.12,0.0660167179991051
4665,0.48,0.13,0.0653447810141466
4666,0.48,0.14,0.06555091913192293
4667,0.48,0.15,0.0655382416507446
4668,0.48,0.16,0.06579146525886745
4669,0.48,0.17,0.06563747623469207
4670,0.48,0.18,0.06606827951112947
4671,0.48,0.19,0.06702352947124392
4672,0.48,0.2,0.06867643675811393
4673,0.48,0.21,0.0701881631206274
4674,0.48,0.22,0.07306524717614829
4675,0.48,0.23,0.07534025980908812
4676,0.48,0.24,0.07906461447798244
4677,0.48,0.25,0.0819311279084308
4678,0.48,0.26,0.08376791077082153
4679,0.48,0.27,0.08812464502527499
4680,0.48,0.28,0.08761530982641731
4681,0.48,0.29,0.08855883700737384
4682,0.48,0.3,0.08792718701229525
4683,0.48,0.31,0.08661022285410672
4684,0.48,0.32,0.08743664319273003
4685,0.48,0.33,0.08901156000825017
4686,0.48,0.34,0.0901107582607725
4687,0.48,0.35,0.09011075826077246
4688,0.48,0.36,0.09011075826077246
4689,0.48,0.37,0.09011075826077246
4690,0.48,0.38,0.09011075826077246
4691,0.48,0.39,0.09011075826077246
4692,0.48,0.4,0.09011075826077246
4693,0.48,0.41,0.0901107582607725
4694,0.48,0.42,0.0901107582607725
4695,0.48,0.43,0.0901107582607725
4696,0.48,0.44,0.0901107582607725
4697,0.48,0.45,0.0901107582607725
4698,0.48,0.46,0.0901107582607725
4699,0.48,0.47,0.09011075826077246
4700,0.48,0.48,0.09011075826077246
4701,0.48,0.49,0.09011075826077246
4702,0.48,0.5,0.09011075826077246
4703,0.48,0.51,0.09011075826077246
4704,0.48,0.52,0.09011075826077246
4705,0.48,0.53,0.09011075826077246
4706,0.48,0.54,0.09011075826077246
4707,0.48,0.55,0.09011075826077246
4708,0.48,0.56,0.09011075826077246
4709,0.48,0.57,0.09011075826077246
4710,0.48,0.58,0.09011075826077246
4711,0.48,0.59,0.09011075826077246
4712,0.48,0.6,0.09011075826077246
4713,0.48,0.61,0.09011075826077246
4714,0.48,0.62,0.09011075826077246
4715,0.48,0.63,0.09011075826077246
4716,0.48,0.64,0.09011075826077246
4717,0.48,0.65,0.09011075826077246
4718,0.48,0.66,0.09011075826077246
4719,0.48,0.67,0.09011075826077246
4720,0.48,0.68,0.09011075826077246
4721,0.48,0.69,0.09011075826077246
4722,0.48,0.7,0.09011075826077246
4723,0.48,0.71,0.09011075826077246
4724,0.48,0.72,0.09011075826077246
4725,0.48,0.73,0.09011075826077246
4726,0.48,0.74,0.09011075826077246
4727,0.48,0.75,0.09011075826077246
4728,0.48,0.76,0.09011075826077246
4729,0.48,0.77,0.09011075826077246
4730,0.48,0.78,0.09011075826077246
4731,0.48,0.79,0.09011075826077246
4732,0.48,0.8,0.09011075826077246
4733,0.48,0.81,0.09011075826077246
4734,0.48,0.82,0.09011075826077246
4735,0.48,0.83,0.09011075826077246
4736,0.48,0.84,0.09011075826077246
4737,0.48,0.85,0.09011075826077246
4738,0.48,0.86,0.09011075826077246
4739,0.48,0.87,0.09011075826077246
4740,0.48,0.88,0.09011075826077246
4741,0.48,0.89,0.09011075826077246
4742,0.48,0.9,0.09011075826077246
4743,0.48,0.91,0.09011075826077246
4744,0.48,0.92,0.09011075826077246
4745,0.48,0.93,0.09011075826077246
4746,0.48,0.94,0.0901107582607725
4747,0.48,0.95,0.0901107582607725
4748,0.48,0.96,0.0901107582607725
4749,0.48,0.97,0.0901107582607725
4750,0.48,0.98,0.0901107582607725
4751,0.48,0.99,0.0901107582607725
4752,0.49,0.01,0.06432328954631332
4753,0.49,0.02,0.06474421579491155
4754,0.49,0.03,0.06557771656468656
4755,0.49,0.04,0.06705575106956521
4756,0.49,0.05,0.06825816578936862
4757,0.49,0.06,0.06886157519971754
4758,0.49,0.07,0.07020366678776155
4759,0.49,0.08,0.07008585957950768
4760,0.49,0.09,0.06942294789953606
4761,0.49,0.1,0.06832398667486098
4762,0.49,0.11,0.06702572638879795
4763,0.49,0.12,0.06602273141269434
4764,0.49,0.13,0.06535476205081693
4765,0.49,0.14,0.06553665723900318
4766,0.49,0.15,0.06556299932999068
4767,0.49,0.16,0.06581905481810507
4768,0.49,0.17,0.06562843423192362
4769,0.49,0.18,0.06605684262486411
4770,0.49,0.19,0.06705454660066275
4771,0.49,0.2,0.068643405902937
4772,0.49,0.21,0.07018733164859696
4773,0.49,0.22,0.07304111504618886
4774,0.49,0.23,0.07534107680791693
4775,0.49,0.24,0.07899582209612652
4776,0.49,0.25,0.08185845426206678
4777,0.49,0.26,0.08370483407040799
4778,0.49,0.27,0.08801450337572585
4779,0.49,0.28,0.08751028516852251
4780,0.49,0.29,0.08855883700737384
4781,0.49,0.3,0.08792718701229525
4782,0.49,0.31,0.08661022285410672
4783,0.49,0.32,0.08743664319273003
4784,0.49,0.33,0.08901156000825017
4785,0.49,0.34,0.0901107582607725
4786,0.49,0.35,0.09011075826077246
4787,0.49,0.36,0.09011075826077246
4788,0.49,0.37,0.09011075826077246
4789,0.49,0.38,0.09011075826077246
4790,0.49,0.39,0.09011075826077246
4791,0.49,0.4,0.09011075826077246
4792,0.49,0.41,0.0901107582607725
4793,0.49,0.42,0.0901107582607725
4794,0.49,0.43,0.0901107582607725
4795,0.49,0.44,0.0901107582607725
4796,0.49,0.45,0.0901107582607725
4797,0.49,0.46,0.0901107582607725
4798,0.49,0.47,0.09011075826077246
4799,0.49,0.48,0.09011075826077246
4800,0.49,0.49,0.09011075826077246
4801,0.49,0.5,0.09011075826077246
4802,0.49,0.51,0.09011075826077246
4803,0.49,0.52,0.09011075826077246
4804,0.49,0.53,0.09011075826077246
4805,0.49,0.54,0.09011075826077246
4806,0.49,0.55,0.09011075826077246
4807,0.49,0.56,0.09011075826077246
4808,0.49,0.57,0.09011075826077246
4809,0.49,0.58,0.09011075826077246
4810,0.49,0.59,0.09011075826077246
4811,0.49,0.6,0.09011075826077246
4812,0.49,0.61,0.09011075826077246
4813,0.49,0.62,0.09011075826077246
4814,0.49,0.63,0.09011075826077246
4815,0.49,0.64,0.09011075826077246
4816,0.49,0.65,0.09011075826077246
4817,0.49,0.66,0.09011075826077246
4818,0.49,0.67,0.09011075826077246
4819,0.49,0.68,0.09011075826077246
4820,0.49,0.69,0.09011075826077246
4821,0.49,0.7,0.09011075826077246
4822,0.49,0.71,0.09011075826077246
4823,0.49,0.72,0.09011075826077246
4824,0.49,0.73,0.09011075826077246
4825,0.49,0.74,0.09011075826077246
4826,0.49,0.75,0.09011075826077246
4827,0.49,0.76,0.09011075826077246
4828,0.49,0.77,0.09011075826077246
4829,0.49,0.78,0.09011075826077246
4830,0.49,0.79,0.09011075826077246
4831,0.49,0.8,0.09011075826077246
4832,0.49,0.81,0.09011075826077246
4833,0.49,0.82,0.09011075826077246
4834,0.49,0.83,0.09011075826077246
4835,0.49,0.84,0.09011075826077246
4836,0.49,0.85,0.09011075826077246
4837,0.49,0.86,0.09011075826077246
4838,0.49,0.87,0.09011075826077246
4839,0.49,0.88,0.09011075826077246
4840,0.49,0.89,0.09011075826077246
4841,0.49,0.9,0.09011075826077246
4842,0.49,0.91,0.09011075826077246
4843,0.49,0.92,0.09011075826077246
4844,0.49,0.93,0.09011075826077246
4845,0.49,0.94,0.0901107582607725
4846,0.49,0.95,0.0901107582607725
4847,0.49,0.96,0.0901107582607725
4848,0.49,0.97,0.0901107582607725
4849,0.49,0.98,0.0901107582607725
4850,0.49,0.99,0.0901107582607725
4851,0.5,0.01,0.06429827748718235
4852,0.5,0.02,0.0647287160949048
4853,0.5,0.03,0.06557300414181727
4854,0.5,0.04,0.06704181668160081
4855,0.5,0.05,0.06822090168006231
4856,0.5,0.06,0.06888829864525825
4857,0.5,0.07,0.07016598446498266
4858,0.5,0.08,0.07016916159817156
4859,0.5,0.09,0.06938740143509078
4860,0.5,0.1,0.0683610222662413
4861,0.5,0.11,0.06698918456733119
4862,0.5,0.12,0.06606241475084763
4863,0.5,0.13,0.06532494544532814
4864,0.5,0.14,0.0655099654772555
4865,0.5,0.15,0.06553561491383939
4866,0.5,0.16,0.06578925136930971
4867,0.5,0.17,0.06560285025951798
4868,0.5,0.18,0.06605333057309079
4869,0.5,0.19,0.06708176830912507
4870,0.5,0.2,0.06869484145883142
4871,0.5,0.21,0.07014472544814046
4872,0.5,0.22,0.07299609276556222
4873,0.5,0.23,0.0753270108542351
4874,0.5,0.24,0.07898488741706397
4875,0.5,0.25,0.08184639727316181
4876,0.5,0.26,0.08375883588701498
4877,0.5,0.27,0.08800218833334308
4878,0.5,0.28,0.08745953580069271
4879,0.5,0.29,0.08855883700737384
4880,0.5,0.3,0.08792718701229525
4881,0.5,0.31,0.08661022285410672
4882,0.5,0.32,0.08743664319273003
4883,0.5,0.33,0.08901156000825017
4884,0.5,0.34,0.0901107582607725
4885,0.5,0.35,0.09011075826077246
4886,0.5,0.36,0.09011075826077246
4887,0.5,0.37,0.09011075826077246
4888,0.5,0.38,0.09011075826077246
4889,0.5,0.39,0.09011075826077246
4890,0.5,0.4,0.09011075826077246
4891,0.5,0.41,0.0901107582607725
4892,0.5,0.42,0.0901107582607725
4893,0.5,0.43,0.0901107582607725
4894,0.5,0.44,0.0901107582607725
4895,0.5,0.45,0.0901107582607725
4896,0.5,0.46,0.0901107582607725
4897,0.5,0.47,0.09011075826077246
4898,0.5,0.48,0.09011075826077246
4899,0.5,0.49,0.09011075826077246
4900,0.5,0.5,0.09011075826077246
4901,0.5,0.51,0.09011075826077246
4902,0.5,0.52,0.09011075826077246
4903,0.5,0.53,0.09011075826077246
4904,0.5,0.54,0.09011075826077246
4905,0.5,0.55,0.09011075826077246
4906,0.5,0.56,0.09011075826077246
4907,0.5,0.57,0.09011075826077246
4908,0.5,0.58,0.09011075826077246
4909,0.5,0.59,0.09011075826077246
4910,0.5,0.6,0.09011075826077246
4911,0.5,0.61,0.09011075826077246
4912,0.5,0.62,0.09011075826077246
4913,0.5,0.63,0.09011075826077246
4914,0.5,0.64,0.09011075826077246
4915,0.5,0.65,0.09011075826077246
4916,0.5,0.66,0.09011075826077246
4917,0.5,0.67,0.09011075826077246
4918,0.5,0.68,0.09011075826077246
4919,0.5,0.69,0.09011075826077246
4920,0.5,0.7,0.09011075826077246
4921,0.5,0.71,0.09011075826077246
4922,0.5,0.72,0.09011075826077246
4923,0.5,0.73,0.09011075826077246
4924,0.5,0.74,0.09011075826077246
4925,0.5,0.75,0.09011075826077246
4926,0.5,0.76,0.09011075826077246
4927,0.5,0.77,0.09011075826077246
4928,0.5,0.78,0.09011075826077246
4929,0.5,0.79,0.09011075826077246
4930,0.5,0.8,0.09011075826077246
4931,0.5,0.81,0.09011075826077246
4932,0.5,0.82,0.09011075826077246
4933,0.5,0.83,0.09011075826077246
4934,0.5,0.84,0.09011075826077246
4935,0.5,0.85,0.09011075826077246
4936,0.5,0.86,0.09011075826077246
4937,0.5,0.87,0.09011075826077246
4938,0.5,0.88,0.09011075826077246
4939,0.5,0.89,0.09011075826077246
4940,0.5,0.9,0.09011075826077246
4941,0.5,0.91,0.09011075826077246
4942,0.5,0.92,0.09011075826077246
4943,0.5,0.93,0.09011075826077246
4944,0.5,0.94,0.0901107582607725
4945,0.5,0.95,0.0901107582607725
4946,0.5,0.96,0.0901107582607725
4947,0.5,0.97,0.0901107582607725
4948,0.5,0.98,0.0901107582607725
4949,0.5,0.99,0.0901107582607725
4950,0.51,0.01,0.06429696280071664
4951,0.51,0.02,0.06473488764706824
4952,0.51,0.03,0.06550416046974805
4953,0.51,0.04,0.06706258004186226
4954,0.51,0.05,0.06824546071960769
4955,0.51,0.06,0.0688536874136443
4956,0.51,0.07,0.07012930854284785
4957,0.51,0.08,0.07015216725646542
4958,0.51,0.09,0.06937801242736545
4959,0.51,0.1,0.06827477863654315
4960,0.51,0.11,0.06700893258143867
4961,0.51,0.12,0.06605041224798461
4962,0.51,0.13,0.065373907698349
4963,0.51,0.14,0.06550798558259345
4964,0.51,0.15,0.06549491786472114
4965,0.51,0.16,0.06575292968789877
4966,0.51,0.17,0.06556892563159723
4967,0.51,0.18,0.06600743780323717
4968,0.51,0.19,0.06715456404614675
4969,0.51,0.2,0.0686408138385569
4970,0.51,0.21,0.07012446158375925
4971,0.51,0.22,0.07303918579795114
4972,0.51,0.23,0.0753321314343241
4973,0.51,0.24,0.0789655370161883
4974,0.51,0.25,0.08181284218780804
4975,0.51,0.26,0.08374102816528714
4976,0.51,0.27,0.08795406745269564
4977,0.51,0.28,0.08738301324992055
4978,0.51,0.29,0.08855883700737384
4979,0.51,0.3,0.08792718701229525
4980,0.51,0.31,0.08661022285410672
4981,0.51,0.32,0.08743664319273003
4982,0.51,0.33,0.08901156000825017
4983,0.51,0.34,0.0901107582607725
4984,0.51,0.35,0.09011075826077246
4985,0.51,0.36,0.09011075826077246
4986,0.51,0.37,0.09011075826077246
4987,0.51,0.38,0.09011075826077246
4988,0.51,0.39,0.09011075826077246
4989,0.51,0.4,0.09011075826077246
4990,0.51,0.41,0.0901107582607725
4991,0.51,0.42,0.0901107582607725
4992,0.51,0.43,0.0901107582607725
4993,0.51,0.44,0.0901107582607725
4994,0.51,0.45,0.0901107582607725
4995,0.51,0.46,0.0901107582607725
4996,0.51,0.47,0.09011075826077246
4997,0.51,0.48,0.09011075826077246
4998,0.51,0.49,0.09011075826077246
4999,0.51,0.5,0.09011075826077246
5000,0.51,0.51,0.09011075826077246
5001,0.51,0.52,0.09011075826077246
5002,0.51,0.53,0.09011075826077246
5003,0.51,0.54,0.09011075826077246
5004,0.51,0.55,0.09011075826077246
5005,0.51,0.56,0.09011075826077246
5006,0.51,0.57,0.09011075826077246
5007,0.51,0.58,0.09011075826077246
5008,0.51,0.59,0.09011075826077246
5009,0.51,0.6,0.09011075826077246
5010,0.51,0.61,0.09011075826077246
5011,0.51,0.62,0.09011075826077246
5012,0.51,0.63,0.09011075826077246
5013,0.51,0.64,0.09011075826077246
5014,0.51,0.65,0.09011075826077246
5015,0.51,0.66,0.09011075826077246
5016,0.51,0.67,0.09011075826077246
5017,0.51,0.68,0.09011075826077246
5018,0.51,0.69,0.09011075826077246
5019,0.51,0.7,0.09011075826077246
5020,0.51,0.71,0.09011075826077246
5021,0.51,0.72,0.09011075826077246
5022,0.51,0.73,0.09011075826077246
5023,0.51,0.74,0.09011075826077246
5024,0.51,0.75,0.09011075826077246
5025,0.51,0.76,0.09011075826077246
5026,0.51,0.77,0.09011075826077246
5027,0.51,0.78,0.09011075826077246
5028,0.51,0.79,0.09011075826077246
5029,0.51,0.8,0.09011075826077246
5030,0.51,0.81,0.09011075826077246
5031,0.51,0.82,0.09011075826077246
5032,0.51,0.83,0.09011075826077246
5033,0.51,0.84,0.09011075826077246
5034,0.51,0.85,0.09011075826077246
5035,0.51,0.86,0.09011075826077246
5036,0.51,0.87,0.09011075826077246
5037,0.51,0.88,0.09011075826077246
5038,0.51,0.89,0.09011075826077246
5039,0.51,0.9,0.09011075826077246
5040,0.51,0.91,0.09011075826077246
5041,0.51,0.92,0.09011075826077246
5042,0.51,0.93,0.09011075826077246
5043,0.51,0.94,0.0901107582607725
5044,0.51,0.95,0.0901107582607725
5045,0.51,0.96,0.0901107582607725
5046,0.51,0.97,0.0901107582607725
5047,0.51,0.98,0.0901107582607725
5048,0.51,0.99,0.0901107582607725
5049,0.52,0.01,0.06427069349714089
5050,0.52,0.02,0.0647285793421076
5051,0.52,0.03,0.06551124584362952
5052,0.52,0.04,0.0670321889602472
5053,0.52,0.05,0.06821583697116589
5054,0.52,0.06,0.06888795809297807
5055,0.52,0.07,0.07014634449945054
5056,0.52,0.08,0.07018942321094804
5057,0.52,0.09,0.0693570661481419
5058,0.52,0.1,0.06828215736594598
5059,0.52,0.11,0.06699239807615537
5060,0.52,0.12,0.0660518686676215
5061,0.52,0.13,0.06533835914054242
5062,0.52,0.14,0.06549547996930402
